#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Wed Oct 03 21:42:56 EDT 2018,26,0,Assignment6Suite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
11,Wed Oct 03 21:43:04 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
12,Wed Oct 03 21:43:06 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
13,Wed Oct 03 22:14:48 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
14,Wed Oct 03 22:15:25 EDT 2018,26,0,InitialBridgeSceneSuite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
15,Wed Oct 03 22:27:37 EDT 2018,26,0,InitialBridgeSceneSuite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
16,Wed Oct 03 22:27:42 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
17,Wed Oct 03 22:59:11 EDT 2018,26,0,InitialBridgeSceneSuite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
18,Wed Oct 03 22:59:17 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
19,Wed Oct 03 23:43:52 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
20,Wed Oct 03 23:55:23 EDT 2018,26,0,InitialBridgeSceneSuite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
21,Wed Oct 03 23:55:26 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
22,Wed Oct 03 23:58:28 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
23,Thu Oct 04 00:02:56 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
24,Thu Oct 04 00:14:26 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
25,Thu Oct 04 00:28:15 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
26,Thu Oct 04 01:11:15 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
27,Thu Oct 04 01:11:58 EDT 2018,31,5,BridgeSceneDynamicTestCase,BridgeSceneDynamicTestCase+ GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase , ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
28,Thu Oct 04 01:29:49 EDT 2018,26,-5,Assignment6Suite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase- ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
29,Thu Oct 04 01:30:03 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
30,Thu Oct 04 01:30:04 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
31,Thu Oct 04 01:33:20 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
32,Thu Oct 04 01:33:29 EDT 2018,26,0,InitialBridgeSceneSuite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
33,Thu Oct 04 01:36:29 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
34,Thu Oct 04 01:36:32 EDT 2018,26,0,InitialBridgeSceneSuite,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
35,Thu Oct 04 01:39:28 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
36,Thu Oct 04 01:54:07 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
37,Thu Oct 04 01:55:39 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
38,Thu Oct 04 01:58:19 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
39,Thu Oct 04 02:00:10 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
40,Thu Oct 04 02:00:46 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
41,Thu Oct 04 02:01:32 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
42,Thu Oct 04 10:55:57 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
43,Thu Oct 04 10:57:35 EDT 2018,26,0,BridgeSceneDynamicTestCase,GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase ,BridgeSceneDynamicTestCase ,ApproachHistoryTest BridgeSceneArthurScrollLeftArmTestCase BridgeSceneArthurScrollRightLegTestCase BridgeSceneGalahadScrollLeftArmTestCase BridgeSceneLancelotScrollLeftArmTestCase BridgeSceneRobinScrollLeftArmTestCase FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
